rosetta_device_id	name	category	discontinued	device_id	product_name	product_code	architecture	cpu	source_hardware_slug	source_www_code	specs_json	alias_count
hw-hap-ac3-lte6-kit	hAP ac³ LTE6 kit	LTE products	1						hap-ac3-lte6-kit	hap_ac3_lte6_kit	{"Product code":"RBD53GR-5HacD2HnD&R11e-LTE6","Suggested price":"$219.00","Architecture":"ARM 32bit","CPU":"IPQ-4019","CPU core count":"4","CPU nominal frequency":"716 MHz","CPU Threads count":"4","Switch chip model":"IPQ-4019","Dimensions":"251 x 129 x 39 mm","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"256 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-30°C to 60°C","Number of DC inputs":"1 (DC jack)","DC jack input Voltage":"12-28 V","Max power consumption":"20 W","Max power consumption without attachments":"16 W","Cooling type":"Passive","2G Category":"Class12","2G bands":"2 (1900MHz) 3 (1800MHz) 5 (850MHz) 8 (900MHz)","3G Category":"R7 (21Mbps Downlinks, 5.76Mbps Uplink) / R8 (42.2Mbps Downlink, 5.76Mbps Uplink)","3G bands":"1 (2100MHz) 2 (1900MHz) 5 (850MHz) 8 (900MHz)","LTE Category":"6 (300Mbit/s Downlink, 50Mbit/s Uplink)","LTE FDD bands":"1 (2100MHz) 2 (1900MHz) 3 (1800MHz) 5 (850MHz) 7 (2600MHz) 8 (900 MHz) 12 (700MHz) 17 (700MHz) 20 (800MHz) 25 (1900MHz) 26 (850MHz)","LTE TDD bands":"38 (2600MHz) 39 (1900MHz) 40 (2300MHz) 41n (2500MHz)","TAC":"35666210","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"3","Wireless 2.4 GHz chip model":"IPQ-4019","Wireless 2.4 GHz generation":"Wi-Fi 4","Wireless 5 GHz Max data rate":"867 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac","Antenna gain dBi for 5 GHz":"5.5","Wireless 5 GHz chip model":"IPQ-4019","Wireless 5 GHz generation":"Wi-Fi 5","10/100/1000 Ethernet ports":"5","Number of SIM slots":"1 Modem (Micro SIM)","MiniPCI-e slots":"1","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1","Mode button":"Yes","Certification":"CE, FCC, IC, EAC, ROHS","IP":"IP20","_www_title":"hAP ac³ LTE6 kit","_www_tagline":"A wireless dual-band router with LTE support and 5 Gigabit Ethernet ports.\r\nThe right choice for most homes!","_hardware_title":"hAP ac3 LTE6 kit","_fcc_id":["TV7RBD53-5ACD2ND"],"_ic":["7442A-D53AC"]}	8
hw-hap-ax-lite-lte6	hAP ax lite LTE6	Indoor wireless	1						hap-ax-lite-lte6	hap_ax_lite_lte6	{"Product code":"L41G-2axD&FG621-EA","Suggested price":"$99.00","Architecture":"ARM 32bit","CPU":"IPQ-5010","CPU core count":"2","CPU nominal frequency":"800 MHz","CPU Threads count":"2","Switch chip model":"MT7531BE","RouterOS license":"4","Operating System":"RouterOS v7","Size of RAM":"256 MB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"0°C to 60°C","Wireless 2.4 GHz Max data rate":"574 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n/ax","Antenna gain dBi for 2.4 GHz":"4.3","Wireless 2.4 GHz chip model":"IPQ-5010","Wireless 2.4 GHz generation":"Wi-Fi 6","WiFi speed":"AX600","3G Category":"R8 (42.2Mbps Downlink, 11.2Mbps Uplink)","3G bands":"1 (2100MHz) 3 (1800MHz) 5 (850MHz) 8 (900MHz)","LTE Category":"6 (300Mbit/s Downlink, 50Mbit/s Uplink)","LTE FDD bands":"1 (2100MHz) 3 (1800MHz) 5 (850MHz) 7 (2600MHz) 8 (900 MHz) 20 (800MHz) 28 (700MHz)","LTE TDD bands":"38 (2600MHz) 40 (2300MHz) 41 (2500MHz)","TAC":"86335904","10/100/1000 Ethernet ports":"4","Number of SIM slots":"1 Modem (Micro SIM)","Number of DC inputs":"1 (USB-C) (USB-C)","Supported Voltage":"5 V","Max power consumption":"12 W","Max power consumption without attachments":"12 W","Cooling type":"Passive","USB C input Voltage":"5 V","Certification":"CE, EAC, ROHS","IP":"20","Mode button":"Yes","_www_title":"hAP ax lite LTE6","_www_tagline":"Our most affordable LTE home access point -  tiny, fast, and strong enough to harvest the power of RouterOS v7!","_hardware_title":"hAP ax lite LTE6"}	5
hw-hap-mini	hAP mini	Indoor wireless	1						hap-mini	RB931-2nD	{"Product code":"RB931-2nD","Suggested price":"$22.95","Architecture":"SMIPS","CPU":"QCA9533","CPU core count":"1","CPU nominal frequency":"650 MHz","Switch chip model":"QCA9533-BL3A","Dimensions":"48 x 78 x 81mm","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"32 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-20°C to 70°C","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"1.5","Wireless 2.4 GHz chip model":"QCA9533","Wireless 2.4 GHz generation":"Wi-Fi 4","10/100 Ethernet ports":"3","MicroUSB input Voltage":"5 V","Number of DC inputs":"1 (MicroUSB)","Max power consumption":"3.5 W","Cooling type":"Passive","Certification":"FCC, IC","IP":"IP20","_www_title":"hAP mini","_www_tagline":"Tiny size home 2.4Ghz AP with three LAN ports","_hardware_title":"hAP mini"}	4
hw-intercell	Intercell 10 B38+B39	LTE products	0						intercell	intercell_10_b38_b39	{"Product code":"P02003-B38B39-10W","Suggested price":"$3,500.00","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40ºC to +55ºC","_www_title":"Intercell 10 B38+B39","_www_tagline":"Outdoor TDD-LTE dual carriers base station for bands 38 and 39","_hardware_title":"Intercell","_non_default_ips":["192.168.200.100","192.168.200.200"]}	5
hw-ldf-2	LDF 2	Wireless systems	1						ldf-2	ldf_2	{"Product code":"RBLDF-2nD","Suggested price":"$39.00","Architecture":"MIPSBE","CPU":"QCA9533","CPU core count":"1","CPU nominal frequency":"650 MHz","Dimensions":"84mm x 84mm x 115mm","RouterOS license":"3","Operating System":"RouterOS","Size of RAM":"64 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"7 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"10-28 V","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"10","Wireless 2.4 GHz chip model":"QCA9533","Wireless 2.4 GHz generation":"Wi-Fi 4","10/100 Ethernet ports":"1","Certification":"CE, FCC, IC, EAC, ROHS","_www_title":"LDF 2","_www_tagline":"Dual chain 2.4GHz system for long distance links with satellite offset dish antennas","_hardware_title":"LDF 2","_fcc_id":["TV7LDF2ND"]}	4
hw-ldf-lte6-kit	LDF LTE6 kit	LTE products	1						ldf-lte6-kit	ldf_lte6_kit	{"Product code":"RBLDFR&R11e-LTE6","Suggested price":"$169.00","Architecture":"MIPSBE","CPU":"QCA9531","CPU core count":"1","Dimensions":"94 x 94 x 150 mm","RouterOS license":"3","Operating System":"RouterOS","Size of RAM":"64 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-30°C to 60°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"6 W","PoE in":"802.3af/at","Cooling type":"Passive","PoE in input Voltage":"12-57 V","2G Category":"Class12","2G bands":"2 (1900MHz) 3 (1800MHz) 5 (850MHz) 8 (900MHz)","3G Category":"R7 (21Mbps Downlinks, 5.76Mbps Uplink) / R8 (42.2Mbps Downlink, 5.76Mbps Uplink)","3G bands":"1 (2100MHz) 2 (1900MHz) 5 (850MHz) 8 (900MHz)","LTE Category":"6 (300Mbit/s Downlink, 50Mbit/s Uplink)","LTE FDD bands":"1 (2100MHz) 2 (1900MHz) 3 (1800MHz) 5 (850MHz) 7 (2600MHz) 8 (900 MHz) 12 (700MHz) 17 (700MHz) 20 (800MHz) 25 (1900MHz) 26 (850MHz)","LTE TDD bands":"38 (2600MHz) 39 (1900MHz) 40 (2300MHz) 41n (2500MHz)","TAC":"35666210","Antenna gain":"8 dBi","10/100 Ethernet ports":"1","MiniPCI-e slots":"1","Mode button":"Yes","Certification":"CE, EAC, ROHS","IP":"IP68","_www_title":"LDF LTE6 kit","_www_tagline":"This outdoor wireless system with a built-in antenna can provide a connection even in the most remote locations. Tiny, powerful, can be used with any satellite TV dish with an offset mount.","_hardware_title":"LDF LTE6 kit"}	5
hw-lhg-60g	LHG 60G	60 GHz products	1						lhg-60g	lhg_60g	{"Product code":"RBLHGG-60ad","Suggested price":"$149.00","Architecture":"ARM 32bit","CPU":"IPQ-4019","CPU core count":"4","CPU nominal frequency":"448-896 (auto) MHz","CPU Threads count":"4","RouterOS license":"3","Operating System":"RouterOS","Size of RAM":"256 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"5 W","PoE in":"802.3af/at","Cooling type":"Passive","PoE in input Voltage":"12-57 V","10/100/1000 Ethernet ports":"1","Certification":"CE, FCC, IC, EAC, ROHS","IP":"IP55","_www_title":"LHG 60G","_www_tagline":"For use as 60GHz CPE in Point -to-Multipoint setups for connections up to 800m with a 60GHz Base Stations, with Gigabit Ethernet port for speeds up to 1Gbps","_hardware_title":"LHG 60G","_fcc_id":["TV7LHGG60AD"]}	6
hw-lhg-kit-series	LHG kit-series	LTE products							lhg-kit-series		{"_hardware_title":"LHG kit-series","_non_default_ips":["192.168.188.1"]}	8
hw-lhg-lite60	LHG Lite60	60 GHz products	1						lhg-lite60	lhg_lite60	{"Product code":"RBLHG-60ad","Suggested price":"$99.00","Architecture":"MIPSBE","CPU":"QCA9531","CPU core count":"1","CPU nominal frequency":"650 MHz","Dimensions":"Ø 391 x 222 mm","RouterOS license":"3","Operating System":"RouterOS","Size of RAM":"64 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 50°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"4 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"12-30 V","10/100 Ethernet ports":"1","Certification":"CE, FCC, IC, EAC, ROHS","IP":"IP54","_www_title":"LHG Lite60","_www_tagline":"For use as 60GHz CPE in Point -to-Multipoint setups for connections up to 800m with wAP 60G AP, low cost version with 10/100Mbps Ethernet port","_hardware_title":"LHG Lite60","_fcc_id":["TV7LHG60AD"],"_ic":["7442A-LHG60AD"]}	4
hw-lhg-r	LHG R	LTE products	1						lhg-r	rblhgr	{"Product code":"RBLHGR","Suggested price":"$119.00","Architecture":"MIPSBE","CPU":"QCA9531","CPU core count":"1","CPU nominal frequency":"650 MHz","RouterOS license":"3","Operating System":"RouterOS","Size of RAM":"64 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 60°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"6 W","PoE in":"802.3af/at","Cooling type":"Passive","PoE in input Voltage":"12-57 V","10/100 Ethernet ports":"1","Number of SIM slots":"1 Modem (Micro SIM)","MiniPCI-e slots":"1","Mode button":"Yes","Certification":"CE, EAC, ROHS","_www_title":"LHG R","_www_tagline":"High gain 21dBI LTE antenna for very remote areas, WITHOUT LTE modem","_hardware_title":"LHG R"}	3
hw-lhg-xl-2	LHG XL 2	Wireless systems	1						lhg-xl-2	lhg_xl_2	{"Product code":"RBLHG-2nD-XL","Suggested price":"$68.00","Architecture":"MIPSBE","CPU":"QCA9533","CPU core count":"1","CPU nominal frequency":"650 MHz","Dimensions":"Ø 550 x 245 mm","RouterOS license":"3","Operating System":"RouterOS","Size of RAM":"64 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"5 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"10-30 V","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"21","Wireless 2.4 GHz chip model":"QCA9533","Wireless 2.4 GHz generation":"Wi-Fi 4","10/100 Ethernet ports":"1","Certification":"CE, FCC, IC, EAC, ROHS","_www_title":"LHG XL 2","_www_tagline":"Dual chain 21dBi 2.4GHz CPE/Point-to-Point Integrated Antenna for longer distances","_hardware_title":"LHG XL 2","_fcc_id":["TV7LHG2ND"]}	6
hw-lhg-xl-52-ac	LHG XL 52 ac	Wireless systems	1						lhg-xl-52-ac	lhg_xl_52_ac	{"Product code":"RBLHGG-5HPacD2HPnD-XL","Suggested price":"$189.00","Architecture":"ARM 32bit","CPU":"IPQ-4018","CPU core count":"4","CPU nominal frequency":"716 MHz","CPU Threads count":"4","Switch chip model":"IPQ4018","Dimensions":"Ø 550 x 291 mm","RouterOS license":"3","Operating System":"RouterOS","Size of RAM":"256 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"18 W","Max power consumption without attachments":"16 W","PoE in":"802.3af/at","Cooling type":"Passive","PoE in input Voltage":"12-57 V","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"18","Wireless 2.4 GHz chip model":"IPQ-4018","Wireless 2.4 GHz generation":"Wi-Fi 4","Wireless 5 GHz Max data rate":"867 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac","Antenna gain dBi for 5 GHz":"27","Wireless 5 GHz chip model":"IPQ-4018","Wireless 5 GHz generation":"Wi-Fi 5","10/100/1000 Ethernet ports":"1","SFP ports":"1","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Mode button":"Yes","Certification":"CE, FCC, IC, EAC, ROHS","IP":"IP54","_www_title":"LHG XL 52 ac","_www_tagline":"Extremely powerful dual-band backbone / CPE for long-distance connection without downtime","_hardware_title":"LHG XL 52 ac","_fcc_id":["TV7LHG5HPACD2HPD"]}	4
hw-lhgg-lte6-kit	LHGG LTE6 kit	LTE products	1						lhgg-lte6-kit	lhgg_lte6_kit	{"Product code":"RBLHGGR&R11e-LTE6","Suggested price":"$219.00","Architecture":"ARM 64bit","CPU":"88F3720","CPU core count":"2","CPU nominal frequency":"800 MHz","CPU Threads count":"2","Dimensions":"391 x 391 x 237 mm","RouterOS license":"3","Operating System":"RouterOS","Size of RAM":"256 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-30°C to 70°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"8 W","Max power consumption without attachments":"8 W","PoE in":"802.3af/at","Cooling type":"Passive","PoE in input Voltage":"12-57 V","2G Category":"Class12","2G bands":"2 (1900MHz) 3 (1800MHz) 5 (850MHz) 8 (900MHz)","3G Category":"R7 (21Mbps Downlinks, 5.76Mbps Uplink) / R8 (42.2Mbps Downlink, 5.76Mbps Uplink)","3G bands":"1 (2100MHz) 2 (1900MHz) 5 (850MHz) 8 (900MHz)","LTE Category":"6 (300Mbit/s Downlink, 50Mbit/s Uplink)","LTE FDD bands":"1 (2100MHz) 2 (1900MHz) 3 (1800MHz) 5 (850MHz) 7 (2600MHz) 8 (900 MHz) 12 (700MHz) 17 (700MHz) 20 (800MHz) 25 (1900MHz) 26 (850MHz)","LTE TDD bands":"38 (2600MHz) 39 (1900MHz) 40 (2300MHz) 41n (2500MHz)","TAC":"35666210","10/100/1000 Ethernet ports":"1","Number of SIM slots":"1 Modem (Micro SIM)","MiniPCI-e slots":"1","Mode button":"Yes","Certification":"CE, EAC, ROHS","IP":"IP 54","_www_title":"LHGG LTE6 kit","_www_tagline":"LHGG LTE6 KIT – a great solution for great distances. With Gigabit Ethernet, an upgraded dual-core CPU, a powerful 17 dBi antenna, and a massive heat sink, you can trust the LHGG LTE6 kit to handle any challenge!","_hardware_title":"LHGG LTE6 kit","_non_default_ips":["192.168.188.1"]}	5
hw-ltap	LtAP	LTE products	1						ltap	ltap	{"Product code":"RBLtAP-2HnD","Suggested price":"$199.00","Architecture":"MMIPS","CPU":"MT7621A","CPU core count":"2","CPU nominal frequency":"880 MHz","CPU Threads count":"4","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"128 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"3 (DC jack, PoE-IN, Automotive)","DC jack input Voltage":"12-30 V","Automotive input Voltage":"12-27 V","Max power consumption":"24 W","Max power consumption without attachments":"9 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"12-30 V","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"2.5","Wireless 2.4 GHz chip model":"AR9382","Wireless 2.4 GHz generation":"Wi-Fi 4","10/100/1000 Ethernet ports":"1","Number of SIM slots":"3 Modem (Mini SIM)","MiniPCI-e slots":"2","Serial console port":"RS232","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","GNSS standards":"GPS","Certification":"CE, FCC, IC, E-MARK, EAC, ROHS","IP":"IP54","_www_title":"LtAP","_www_tagline":"A heavy-duty 2.4GHz access point with two miniPCI-e slots, three SIM slots and GNSS support (GPS, GLONASS, BeiDou, Galileo)","_hardware_title":"LtAP","_fcc_id":["TV7LTAP2HND"],"_ic":["7442A-LTAP2HND"]}	2
hw-ltap-kit-series	LtAP kit-series	LTE products							ltap-kit-series		{"_hardware_title":"LtAP kit-series"}	2
hw-ltap-lr8-lte-kit	LtAP LR8 LTE kit	IoT products	1						ltap-lr8-lte-kit	ltap_lr8_lte_kit	{"Product code":"RBLtAP-2HnD&R11e-LTE&LR8","Suggested price":"$339.00","Architecture":"MMIPS","CPU":"MT7621A","CPU core count":"2","CPU Threads count":"4","Dimensions":"170 x 162 x 40 mm","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"128 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 50°C","Number of DC inputs":"3 (DC jack, PoE-IN, Automotive)","DC jack input Voltage":"12-30 V","Automotive input Voltage":"12-27 V","Max power consumption":"24 W","Max power consumption without attachments":"9 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"12-30 V","2G Category":"Class12","2G bands":"2 (1900MHz) 3 (1800MHz) 5 (850MHz) 8 (900MHz)","3G Category":"R7 (21Mbps Downlinks, 5.76Mbps Uplink)","3G bands":"1 (2100MHz) 2 (1900MHz) 5 (850MHz) 8 (900MHz)","LTE Category":"4 (150Mbps Downlink, 50Mbps Uplink)","LTE FDD bands":"1 (2100MHz) 2 (1900MHz) 3 (1800MHz) 7 (2600MHz) 8 (900 MHz) 20 (800MHz)","LTE TDD bands":"38 (2600MHz) 40 (2300MHz)","TAC":"35565409","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"2.5","Wireless 2.4 GHz chip model":"AR9382","Wireless 2.4 GHz generation":"Wi-Fi 4","10/100/1000 Ethernet ports":"1","Serial console port":"RS232","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","GNSS standards":"GPS","Certification":"CE, EAC, ROHS","IP":"54","_www_title":"LtAP LR8 LTE kit","_www_tagline":"LtAP LR8 LTE - a compact all-in-one solution with LTE, GPS and\r\nwireless support for LoRa® in a rugged heavy-duty case","_hardware_title":"LtAP LR8 LTE kit"}	10
hw-ltap-lr8-lte6-kit	LtAP LR8 LTE6 kit	IoT products							ltap-lr8-lte6-kit		{"_hardware_title":"LtAP LR8 LTE6 kit"}	2
hw-ltap-lr8g-lte6-kit	LtAP LR8G LTE6 kit	IoT products	1						ltap-lr8g-lte6-kit	ltap_lr8g_lte6_kit	{"Product code":"LtAP-2HnD&FG621-EA&LR8G","Suggested price":"$249.00","Architecture":"MMIPS","CPU":"MT7621AT","CPU core count":"2","CPU nominal frequency":"880 MHz","CPU Threads count":"4","RouterOS license":"4","Operating System":"RouterOS v7","Size of RAM":"128 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"3 (DC jack, PoE-IN, Automotive)","DC jack input Voltage":"12-30 V","Automotive input Voltage":"12-27 V","Max power consumption":"24 W","Max power consumption without attachments":"12 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"12-30 V","3G Category":"R8 (42.2Mbps Downlink, 11.2Mbps Uplink)","3G bands":"1 (2100MHz) 3 (1800MHz) 5 (850MHz) 8 (900MHz)","LTE Category":"6 (300Mbit/s Downlink, 50Mbit/s Uplink)","MIMO DL":"2x2","MIMO UL":"1x1","LTE FDD bands":"1 (2100MHz) 3 (1800MHz) 5 (850MHz) 7 (2600MHz) 8 (900 MHz) 20 (800MHz) 28 (700MHz)","LTE TDD bands":"38 (2600MHz) 40 (2300MHz) 41 (2500MHz)","TAC":"86335904","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"2.5","Wireless 2.4 GHz chip model":"AR9342","Wireless 2.4 GHz generation":"Wi-Fi 4","10/100/1000 Ethernet ports":"1","Number of SIM slots":"3 Modem (Mini SIM)","MiniPCI-e slots":"2","Serial console port":"RS232","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","GNSS standards":"GPS","Certification":"CE, EAC, ROHS","IP":"X0","_www_title":"LtAP LR8G LTE6 kit","_www_tagline":"A rugged all-in-one device (LoRa®, 2.4 GHz Wireless, built-in GPS, fast Cat6 LTE mobile internet) with multiple powering options.","_hardware_title":"LtAP LR8G LTE6 kit"}	8
